complaint_text,label,severity,sentiment,urgency,issue_type,issue_name
My Corsair K70 RGB Keyboard is slightly slow when loading apps. Minor performance issue.,0,3,-0.175,0,1,battery
My JBL Flip 6 Speaker is a bit slow at startup. Not a big issue but noticeable.,0,3,-0.15,0,4,hardware
The JBL Flip 6 Speaker speaker produces a constant buzzing sound when playing audio.,0,1,0.2,0,3,connectivity
Slight audio delay on my Dell UltraSharp 27 Monitor when watching videos. Minor issue.,0,3,-0.1083,0,4,hardware
The Bose QuietComfort 45 randomly restarts during use. Losing unsaved work constantly.,0,2,-0.25,0,1,battery
The Samsung Galaxy S23 arrived with a broken screen. Cannot power it on.,1,3,-0.4,0,4,hardware
The Galaxy Tab S9 speaker produces a constant buzzing sound when playing audio.,0,1,0.2,0,3,connectivity
The iPhone 14 freezes intermittently and then performs a forced reboot.,0,3,-0.3,0,0,screen
Screen is badly cracked on my new Bose QuietComfort 45. No way to operate it.,1,3,-0.2818,0,4,hardware
"The Logitech MX Master 3S Mouse box was slightly dented, but the product itself is fine.",0,3,0.125,0,4,hardware
Minor audio imbalance on the Dell UltraSharp 27 Monitor. One side is slightly louder.,0,1,-0.1083,0,1,battery
My JBL Tune 760NC Headphones is completely dead. It won't turn on no matter what I try.,1,3,-0.2,0,4,hardware
My Bose QuietComfort 45 Bluetooth is unstable and disconnects without warning.,0,3,0.0,0,4,hardware
My Asus ROG Strix G15 Laptop keeps losing its Bluetooth connection every few minutes.,0,3,-0.2,0,4,hardware
The Dell Inspiron 15 Laptop battery health is very bad. Charging does not hold.,0,2,-0.91,0,1,battery
My iPhone 14 is overheating badly. It burns my hand during use.,0,3,-0.7,0,4,hardware
The Apple AirPods Pro 2 arrived with a broken screen. Cannot power it on.,1,3,-0.4,0,4,hardware
There is a minor creak in the Dell Inspiron 15 Laptop chassis. No functional issue.,0,3,-0.05,0,4,hardware
The Corsair K70 RGB Keyboard broke within one week of purchase. It won't turn on anymore.,1,3,0.0,0,4,hardware
My Asus ROG Strix G15 Laptop has occasional minor slow-downs that are barely noticeable.,0,3,-0.075,0,4,hardware
The Corsair K70 RGB Keyboard disconnects from Bluetooth constantly. Cannot use it properly.,0,2,0.0,0,1,battery
The Galaxy Tab S9 volume button is a tiny bit loose. Everything works normally.,0,3,0.0244,0,4,hardware
The Asus ROG Strix G15 Laptop display brightness flickers very briefly occasionally.,0,3,0.0,0,0,screen
The Asus ROG Strix G15 Laptop takes a second or two longer to load than expected.,0,2,-0.05,0,3,connectivity
The iPad Air sometimes has a very minor echo on calls. Barely noticeable.,0,2,-0.0075,0,4,hardware
The Samsung Galaxy S23 keeps disconnecting from WiFi unexpectedly. Very frustrating.,0,3,-0.52,0,4,hardware
My Dell UltraSharp 27 Monitor keeps restarting by itself. It does this multiple times daily.,0,3,0.0,0,4,hardware
My Galaxy Tab S9 has occasional minor slow-downs that are barely noticeable.,0,3,-0.075,0,4,hardware
There is a slight scuff on the corner of my Dell UltraSharp 27 Monitor. Minor cosmetic issue.,0,3,-0.1083,0,4,hardware
The Samsung Galaxy S23 display has dead pixels scattered across the screen.,0,3,-0.2,0,0,screen
There is a minor creak in the Logitech MX Master 3S Mouse chassis. No functional issue.,0,3,-0.05,0,4,hardware
Battery on my Dell UltraSharp 27 Monitor depletes in 2 hours despite a full charge.,0,2,0.35,0,4,hardware
My Bose QuietComfort 45 battery life is extremely poor. Dies within 90 minutes.,0,2,-0.4,0,1,battery
The Apple AirPods Pro 2 is physically destroyed. Could not use it even one day.,1,3,0.0,0,4,hardware
My Dell UltraSharp 27 Monitor is overheating badly. It burns my hand during use.,0,3,-0.7,0,4,hardware
The Logitech MX Master 3S Mouse speaker produces a constant buzzing sound when playing audio.,0,1,0.2,0,3,connectivity
Small cosmetic scratch on the JBL Flip 6 Speaker body. Functionality is perfect.,0,1,0.375,0,1,battery
The iPad Air display has dead pixels scattered across the screen.,0,3,-0.2,0,0,screen
My Logitech MX Master 3S Mouse is completely unresponsive. It is dead and will not start.,1,3,-0.05,0,4,hardware
"The Dell UltraSharp 27 Monitor died completely after 3 days of use. No charging, no response.",1,3,0.1,0,4,hardware
There is a minor creak in the JBL Flip 6 Speaker chassis. No functional issue.,0,1,-0.05,0,1,battery
Battery on my Corsair K70 RGB Keyboard depletes in 2 hours despite a full charge.,0,2,0.35,0,1,battery
My Samsung Galaxy S23 overheats frequently. It is warm even when idle.,0,2,0.6,0,1,battery
Slight audio delay on my Sony WH-1000XM5 Headphones when watching videos. Minor issue.,0,3,-0.1083,0,1,battery
My Samsung Galaxy Watch 5 went completely dead overnight. Nothing happens when I press power.,1,3,-0.2,0,4,hardware
Severe damage to my Razer Viper Mini Mouse. The screen is shattered and won't turn on.,1,3,0.0,0,4,hardware
My iPhone 14 arrived and would not boot. Completely dead unit.,1,3,-0.2,0,4,hardware
There is a slight scuff on the corner of my iPad Air. Minor cosmetic issue.,0,3,-0.1083,0,4,hardware
Slight audio delay on my Anker PowerCore 20000 when watching videos. Minor issue.,0,3,-0.1083,0,4,hardware
Screen is badly cracked on my new iPad Air. No way to operate it.,1,3,-0.2818,0,4,hardware
The JBL Flip 6 Speaker camera is blurry all the time. Every photo is out of focus.,0,3,0.0,0,0,screen
My OnePlus Nord CE 3 arrived and would not boot. Completely dead unit.,1,3,-0.2,0,4,hardware
The Sony WH-1000XM5 Headphones home button is slightly stiff but still clicks properly.,0,1,-0.1071,0,3,connectivity
My Bose QuietComfort 45 is continuously restarting. Very difficult to use.,0,3,-0.65,0,1,battery
The Samsung Galaxy S23 display cracked on arrival. The device is totally broken.,1,3,-0.4,0,4,hardware
The Anker PowerCore 20000 randomly restarts during use. Losing unsaved work constantly.,0,2,-0.25,0,4,hardware
The Bose QuietComfort 45 battery drains very fast. It barely lasts 2 hours.,0,2,0.155,0,1,battery
Bluetooth disconnects every few minutes on my Samsung Galaxy Watch 5. Unusable for calls.,0,3,-0.2,0,4,hardware
The Asus ROG Strix G15 Laptop has a very small scratch on the back. Barely visible.,0,3,-0.0917,0,4,hardware
My Dell Inspiron 15 Laptop keeps losing its Bluetooth connection every few minutes.,0,3,-0.2,0,4,hardware
My iPad Air is completely broken. Nothing works and it won't start.,1,3,-0.4,0,4,hardware
The Logitech MX Master 3S Mouse response time is slightly slower than advertised.,0,1,-0.1667,0,2,performance
The Asus ROG Strix G15 Laptop has a severe hardware failure. It is entirely non-functional.,1,3,-0.1583,0,3,connectivity
Slight audio delay on my JBL Tune 760NC Headphones when watching videos. Minor issue.,0,3,-0.1083,0,1,battery
The Dell Inspiron 15 Laptop has a severe hardware failure. It is entirely non-functional.,1,3,-0.1583,0,3,connectivity
The Apple AirPods Pro 2 sometimes has a very minor echo on calls. Barely noticeable.,0,1,-0.0075,0,1,battery
"The Sony WH-1000XM5 Headphones died completely after 3 days of use. No charging, no response.",1,3,0.1,0,4,hardware
The Samsung Galaxy S23 is completely dead and cannot be repaired. Hardware failure.,1,3,-0.2583,0,4,hardware
Bought a Corsair K70 RGB Keyboard and it is totally dead. Cannot turn it on at all.,1,3,-0.2,0,4,hardware
The JBL Tune 760NC Headphones overheats after 20 minutes of use. I have to put it down.,0,3,-0.1556,0,4,hardware
The iPad Air sometimes has a very minor echo on calls. Barely noticeable.,0,2,-0.0075,0,4,hardware
The Samsung Galaxy Watch 5 is dead on arrival. Pressing the power button does nothing.,1,3,-0.2,0,4,hardware
The Sony WH-1000XM5 Headphones disconnects from the network at least 5 times per hour.,0,2,-0.3,0,3,connectivity
The Samsung Galaxy S23 drops Bluetooth intermittently. I have to reconnect every time.,0,3,0.0,0,4,hardware
The Samsung Galaxy Watch 5 fell apart within days. It is unusable now.,1,3,0.0,0,4,hardware
My Samsung Galaxy S23 went completely dead overnight. Nothing happens when I press power.,1,3,-0.2,0,4,hardware
There is a minor delay when typing on my Corsair K70 RGB Keyboard.,0,1,-0.05,0,1,battery
The Logitech MX Master 3S Mouse has a slight lag when switching between apps.,0,2,-0.1667,0,3,connectivity
"The Galaxy Tab S9 died completely after 3 days of use. No charging, no response.",1,3,0.1,0,4,hardware
Bought a Samsung Galaxy Watch 5 and it is totally dead. Cannot turn it on at all.,1,3,-0.2,0,4,hardware
My Asus ROG Strix G15 Laptop keeps losing its Bluetooth connection every few minutes.,0,3,-0.2,0,4,hardware
Slight audio delay on my Corsair K70 RGB Keyboard when watching videos. Minor issue.,0,3,-0.1083,0,4,hardware
My Bose QuietComfort 45 has occasional minor slow-downs that are barely noticeable.,0,3,-0.075,0,4,hardware
There is a minor delay when typing on my Samsung Galaxy S23.,0,3,-0.05,0,1,battery
My Apple AirPods Pro 2 is completely dead. It won't turn on no matter what I try.,1,3,-0.2,0,4,hardware
Small cosmetic scratch on the Anker PowerCore 20000 body. Functionality is perfect.,0,3,0.375,0,4,hardware
The Galaxy Tab S9 is completely dead and cannot be repaired. Hardware failure.,1,3,-0.2583,0,4,hardware
"The Asus ROG Strix G15 Laptop won't power on at all. No lights, no response.",1,3,0.0,0,4,hardware
The OnePlus Nord CE 3 broke within one week of purchase. It won't turn on anymore.,1,3,0.0,0,4,hardware
The Anker PowerCore 20000 sometimes has a very minor echo on calls. Barely noticeable.,0,3,-0.0075,0,4,hardware
The iPhone 14 sometimes has a very minor echo on calls. Barely noticeable.,0,3,-0.0075,0,1,battery
My Razer Viper Mini Mouse keeps restarting by itself. It does this multiple times daily.,0,3,0.0,0,4,hardware
The Corsair K70 RGB Keyboard has a very small scratch on the back. Barely visible.,0,3,-0.0917,0,4,hardware
The Dell Inspiron 15 Laptop battery health is very bad. Charging does not hold.,0,2,-0.91,0,1,battery
Very minor lag on the Samsung Galaxy S23 when opening apps. Otherwise fine.,0,3,0.1758,0,4,hardware
My Asus ROG Strix G15 Laptop hardware failed completely. It no longer turns on or responds.,1,3,-0.275,0,4,hardware
The iPad Air is dead on arrival. Pressing the power button does nothing.,1,3,-0.2,0,4,hardware
My Sony WH-1000XM5 Headphones Bluetooth is unstable and disconnects without warning.,0,2,0.0,0,1,battery
WiFi keeps dropping on my Bose QuietComfort 45. Have to reconnect every 15 minutes.,0,3,0.0,0,4,hardware
Battery on my Samsung Galaxy Watch 5 depletes in 2 hours despite a full charge.,0,2,0.35,0,1,battery
The iPhone 14 occasionally shows a brief flicker on startup. Very rare.,0,3,0.13,0,4,hardware
The iPhone 14 casing is cracked and the internal components are exposed.,1,3,0.0,0,1,battery
My Dell UltraSharp 27 Monitor freezes and then restarts unexpectedly. This is happening daily.,0,3,0.05,0,4,hardware
The iPad Air has a tiny mark on the screen protector. Nothing major.,0,3,0.0312,0,4,hardware
The Bose QuietComfort 45 casing is cracked and the internal components are exposed.,1,3,0.0,0,1,battery
Very minor lag on the Dell UltraSharp 27 Monitor when opening apps. Otherwise fine.,0,3,0.1758,0,4,hardware
My Dell UltraSharp 27 Monitor screen cracked after one small drop. Everything is unreadable.,1,3,-0.25,0,4,hardware
The JBL Tune 760NC Headphones camera is blurry all the time. Every photo is out of focus.,0,3,0.0,0,4,hardware
Bought a Galaxy Tab S9 and it is totally dead. Cannot turn it on at all.,1,3,-0.2,0,4,hardware
The Dell Inspiron 15 Laptop battery drains very fast. It barely lasts 2 hours.,0,2,0.155,0,1,battery
The Logitech MX Master 3S Mouse stopped working entirely. I cannot use it for anything now.,1,3,0.0,0,0,screen
My JBL Tune 760NC Headphones keeps losing its Bluetooth connection every few minutes.,0,3,-0.2,0,4,hardware
The Apple AirPods Pro 2 keeps disconnecting from WiFi unexpectedly. Very frustrating.,0,3,-0.52,0,4,hardware
There is a minor delay when typing on my Dell UltraSharp 27 Monitor.,0,3,-0.05,0,0,screen
My Samsung Galaxy Watch 5 is completely broken. Nothing works and it won't start.,1,3,-0.4,0,4,hardware
The Asus ROG Strix G15 Laptop display has dead pixels scattered across the screen.,0,3,-0.2,0,0,screen
Minor audio imbalance on the Apple AirPods Pro 2. One side is slightly louder.,0,1,-0.1083,0,1,battery
My Corsair K70 RGB Keyboard is continuously restarting. Very difficult to use.,0,3,-0.65,0,1,battery
The OnePlus Nord CE 3 overheats and then shuts down automatically. Not acceptable.,0,3,-0.1556,0,4,hardware
The iPad Air fell apart within days. It is unusable now.,1,3,0.0,0,4,hardware
My Corsair K70 RGB Keyboard is completely dead. It won't turn on no matter what I try.,1,3,-0.2,0,4,hardware
My Apple AirPods Pro 2 has a minor blemish on the casing. Very small.,0,3,-0.1875,0,4,hardware
The JBL Tune 760NC Headphones freezes intermittently and then performs a forced reboot.,0,3,-0.3,0,0,screen
My Samsung Galaxy S23 freezes and then restarts unexpectedly. This is happening daily.,0,3,0.05,0,4,hardware
My iPad Air is overheating badly. It burns my hand during use.,0,3,-0.7,0,4,hardware
The Dell UltraSharp 27 Monitor disconnects from Bluetooth constantly. Cannot use it properly.,0,2,0.0,0,1,battery
The Anker PowerCore 20000 has a very small scratch on the back. Barely visible.,0,3,-0.0917,0,4,hardware
Minor audio imbalance on the iPad Air. One side is slightly louder.,0,1,-0.1083,0,1,battery
My OnePlus Nord CE 3 keeps restarting by itself. It does this multiple times daily.,0,3,0.0,0,4,hardware
There is a minor creak in the iPhone 14 chassis. No functional issue.,0,3,-0.05,0,1,battery
The iPad Air battery drains very fast. It barely lasts 2 hours.,0,2,0.155,0,1,battery
My Apple AirPods Pro 2 freezes and then restarts unexpectedly. This is happening daily.,0,3,0.05,0,4,hardware
"The Anker PowerCore 20000 died completely after 3 days of use. No charging, no response.",1,3,0.1,0,4,hardware
Bought a Galaxy Tab S9 and it is totally dead. Cannot turn it on at all.,1,3,-0.2,0,4,hardware
The Corsair K70 RGB Keyboard battery drains very fast. It barely lasts 2 hours.,0,2,0.155,0,1,battery
Very minor lag on the iPad Air when opening apps. Otherwise fine.,0,3,0.1758,0,4,hardware
The Galaxy Tab S9 restarts randomly several times a day.,0,3,0.0,0,0,screen
The Asus ROG Strix G15 Laptop restarts randomly several times a day.,0,3,0.0,0,0,screen
My Samsung Galaxy S23 screen cracked after one small drop. Everything is unreadable.,1,3,-0.25,0,4,hardware
The JBL Flip 6 Speaker volume button is a tiny bit loose. Everything works normally.,0,1,0.0244,0,4,hardware
The Asus ROG Strix G15 Laptop takes a second or two longer to load than expected.,0,2,-0.05,0,3,connectivity
My Corsair K70 RGB Keyboard is slightly slow when loading apps. Minor performance issue.,0,3,-0.175,0,1,battery
My iPhone 14 keeps restarting by itself. It does this multiple times daily.,0,3,0.0,0,4,hardware
My JBL Flip 6 Speaker is completely broken. Nothing works and it won't start.,1,3,-0.4,0,4,hardware
The Apple AirPods Pro 2 takes a second or two longer to load than expected.,0,2,-0.05,0,2,performance
The Logitech MX Master 3S Mouse has a tiny mark on the screen protector. Nothing major.,0,3,0.0312,0,4,hardware
"The iPad Air box was slightly dented, but the product itself is fine.",0,3,0.125,0,4,hardware
My Dell UltraSharp 27 Monitor hardware failed completely. It no longer turns on or responds.,1,3,-0.275,0,4,hardware
Minor audio imbalance on the Dell UltraSharp 27 Monitor. One side is slightly louder.,0,1,-0.1083,0,1,battery
My Razer Viper Mini Mouse camera produces distorted images. Cannot use the camera at all.,0,3,0.0,0,1,battery
There is a minor delay when typing on my Samsung Galaxy Watch 5.,0,3,-0.05,0,4,hardware
The Razer Viper Mini Mouse screen was cracked when I opened the package.,1,3,0.0,0,0,screen
My Apple AirPods Pro 2 is completely unresponsive. It is dead and will not start.,1,3,-0.05,0,4,hardware
The Sony WH-1000XM5 Headphones has a severe hardware failure. It is entirely non-functional.,1,3,-0.1583,0,1,battery
"The OnePlus Nord CE 3 stopped working after 2 days. Completely dead, not charging.",1,3,-0.2,0,4,hardware
My Razer Viper Mini Mouse is slightly slow when loading apps. Minor performance issue.,0,3,-0.175,0,1,battery
The JBL Flip 6 Speaker overheats after 20 minutes of use. I have to put it down.,0,3,-0.1556,0,1,battery
The Anker PowerCore 20000 volume button is a tiny bit loose. Everything works normally.,0,3,0.0244,0,4,hardware
The Sony WH-1000XM5 Headphones runs very hot all the time. Overheating is a serious problem.,0,2,-0.0042,0,1,battery
Severe damage to my Apple AirPods Pro 2. The screen is shattered and won't turn on.,1,3,0.0,0,4,hardware
The Dell Inspiron 15 Laptop charging port is slightly tight. Charges fine once connected.,0,2,0.119,0,1,battery
My Asus ROG Strix G15 Laptop screen cracked after one small drop. Everything is unreadable.,1,3,-0.25,0,4,hardware
Minor audio imbalance on the Bose QuietComfort 45. One side is slightly louder.,0,1,-0.1083,0,1,battery
The Corsair K70 RGB Keyboard restarts randomly several times a day.,0,3,0.0,0,0,screen
The JBL Tune 760NC Headphones camera is blurry all the time. Every photo is out of focus.,0,3,0.0,0,4,hardware
My Galaxy Tab S9 keeps losing its Bluetooth connection every few minutes.,0,3,-0.2,0,4,hardware
The JBL Flip 6 Speaker screen was cracked when I opened the package.,1,3,0.0,0,0,screen
The iPhone 14 disconnects from the network at least 5 times per hour.,0,3,-0.3,0,3,connectivity
The JBL Tune 760NC Headphones charging port is slightly tight. Charges fine once connected.,0,2,0.119,0,1,battery
WiFi keeps dropping on my Asus ROG Strix G15 Laptop. Have to reconnect every 15 minutes.,0,3,0.0,0,4,hardware
The Dell Inspiron 15 Laptop has a tiny mark on the screen protector. Nothing major.,0,3,0.0312,0,4,hardware
The JBL Flip 6 Speaker restarts randomly several times a day.,0,3,0.0,0,0,screen
"The Samsung Galaxy Watch 5 stopped working after 2 days. Completely dead, not charging.",1,3,-0.2,0,4,hardware
The Bose QuietComfort 45 charges very slowly and drains battery very quickly.,0,2,0.0217,0,1,battery
